flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
FR 7361,Decollo,20:15,21:38,VIENNA20:15 | 21:38Decollato,Decollato,2026-05-10 23:00:00
FR 5092,Decollo,21:00,21:45,LAMEZIA21:00 | 21:45Decollato,Decollato,2026-05-10 23:00:00
FR 6651,Decollo,21:05,21:05,CATANIA21:05 | 21:05Decollato,Decollato,2026-05-10 23:00:00
W6 4774,Decollo,21:10,22:03,SKOPJE21:10 | 22:03Decollato,Decollato,2026-05-10 23:00:00
FR 3893,Decollo,21:20,22:54,CAGLIARI21:20 | 22:54Imbarco chiuso,Imbarco chiuso,2026-05-10 23:00:00
DY 1849,Decollo,21:20,21:20,BERGEN21:20 | 21:20Decollato,Decollato,2026-05-10 23:00:00
NP 222,Decollo,21:30,22:15,CAIRO21:30 | 22:15Decollato,Decollato,2026-05-10 23:00:00
FR 2087,Decollo,21:30,21:30,LISBON21:30 | 21:30Decollato,Decollato,2026-05-10 23:00:00
FR 4786,Decollo,21:40,21:40,SALERNO21:40 | 21:40Decollato,Decollato,2026-05-10 23:00:00
FR 2990,Decollo,21:40,21:40,COPENHAGEN21:40 | 21:40Decollato,Decollato,2026-05-10 23:00:00
W4 3136,Decollo,21:45,21:45,BUCHAREST BANEASA21:45 | 21:45Decollato,Decollato,2026-05-10 23:00:00
FR 4681,Decollo,21:45,22:10,STOCKHOLM21:45 | 22:10Decollato,Decollato,2026-05-10 23:00:00
FR 3341,Decollo,21:50,22:08,VARSAVIA MODLIN21:50 | 22:08Decollato,Decollato,2026-05-10 23:00:00
FR 3164,Decollo,21:55,21:55,BUDAPEST21:55 | 21:55Decollato,Decollato,2026-05-10 23:00:00
W4 3932,Decollo,22:00,22:34,CHISINAU22:00 | 22:34Decollato,Decollato,2026-05-10 23:00:00
W4 5020,Decollo,22:05,22:05,TIRANA22:05 | 22:05Decollato,Decollato,2026-05-10 23:00:00
FR 6858,Decollo,22:10,22:10,OLBIA22:10 | 22:10Decollato,Decollato,2026-05-10 23:00:00
FR 413,Decollo,22:10,22:32,THESSALONIKI22:10 | 22:32Decollato,Decollato,2026-05-10 23:00:00
FR 8980,Decollo,22:40,22:40,TRAPANI22:40 | 22:40Decollato,Decollato,2026-05-10 23:00:00
FR 9065,Decollo,22:40,22:40,ALICANTE22:40 | 22:40Decollato,Decollato,2026-05-10 23:00:00
FR 3219,Decollo,22:45,22:45,MANCHESTER22:45 | 22:45Imbarco chiuso,Imbarco chiuso,2026-05-10 23:00:00
FR 3673,Decollo,22:45,22:45,LONDON  STANSTED22:45 | 22:45Imbarco chiuso,Imbarco chiuso,2026-05-10 23:00:00
FR 5984,Decollo,22:50,23:33,MADRID22:50 | 23:33Imbarco in corso,Imbarco in corso,2026-05-10 23:00:00
FR 5700,Decollo,22:50,22:50,PALMA DE MALLORCA22:50 | 22:50Imbarco chiuso,Imbarco chiuso,2026-05-10 23:00:00
FR 6846,Decollo,23:35,23:35,LIVERPOOL23:35 | 23:35Imbarco ultima chiamata,Imbarco ultima chiamata,2026-05-10 23:00:00
W6 4124,Decollo,23:40,23:40,BELGRADE23:40 | 23:40,nan,2026-05-10 23:00:00
NO 7420,Decollo,00:40,00:40,DAKAR00:40 | 00:40,nan,2026-05-10 23:00:00
FR 4650,Decollo,05:45,05:45,TRAPANI05:45 | 05:45,nan,2026-05-10 23:00:00
FR 2261,Decollo,05:45,05:45,CATANIA05:45 | 05:45,nan,2026-05-10 23:00:00
FR 4311,Decollo,06:00,06:00,ROVANIEMI06:00 | 06:00,nan,2026-05-10 23:00:00
FR 859,Decollo,06:00,06:00,BRINDISI06:00 | 06:00,nan,2026-05-10 23:00:00
FR 8334,Decollo,06:05,06:05,IBIZA06:05 | 06:05Operato da Malta Air,Operato da Malta Air,2026-05-10 23:00:00
FR 1417,Decollo,06:10,06:10,LAMEZIA06:10 | 06:10Operato da Malta Air,Operato da Malta Air,2026-05-10 23:00:00
FR 3402,Decollo,06:10,06:10,MARRAKECH06:10 | 06:10,nan,2026-05-10 23:00:00
FR 3659,Decollo,06:15,06:15,BRUXELLES CHARLEROI06:15 | 06:15,nan,2026-05-10 23:00:00
FR 2697,Decollo,06:25,06:25,LONDON  STANSTED06:25 | 06:25,nan,2026-05-10 23:00:00
FR 1319,Decollo,06:30,06:30,ATHENS06:30 | 06:30Operato da Malta Air,Operato da Malta Air,2026-05-10 23:00:00
FR 3200,Decollo,06:30,06:30,CAGLIARI06:30 | 06:30,nan,2026-05-10 23:00:00
FR 5531,Decollo,06:50,06:50,COLOGNE06:50 | 06:50,nan,2026-05-10 23:00:00
FR 6501,Decollo,06:50,06:50,OLBIA06:50 | 06:50Operato da Malta Air,Operato da Malta Air,2026-05-10 23:00:00
FR 3432,Decollo,07:00,07:00,PARIS BEAUVAIS07:00 | 07:00,nan,2026-05-10 23:00:00
MT 1210,Decollo,07:00,07:00,LOURDES07:00 | 07:00,nan,2026-05-10 23:00:00
FR 3142,Decollo,07:10,07:10,BARCELONA EL PRAT07:10 | 07:10,nan,2026-05-10 23:00:00
FR 3653,Decollo,07:15,07:15,BARI07:15 | 07:15,nan,2026-05-10 23:00:00
FR 3437,Decollo,07:25,07:25,SOFIA07:25 | 07:25Operato da Malta Air,Operato da Malta Air,2026-05-10 23:00:00
W4 3132,Decollo,07:30,07:30,BUCHAREST BANEASA07:30 | 07:30,nan,2026-05-10 23:00:00
FR 4235,Decollo,07:30,07:30,VILNIUS07:30 | 07:30,nan,2026-05-10 23:00:00
FR 8121,Decollo,07:55,07:55,TIRANA07:55 | 07:55Operato da Malta Air,Operato da Malta Air,2026-05-10 23:00:00
FR 2876,Decollo,07:55,07:55,BRINDISI07:55 | 07:55,nan,2026-05-10 23:00:00
FR 3530,Decollo,07:55,07:55,PRAGUE07:55 | 07:55Operato da BUZZ,Operato da BUZZ,2026-05-10 23:00:00
W4 3672,Decollo,08:00,08:00,IASI08:00 | 08:00,nan,2026-05-10 23:00:00
FR 3164,Decollo,08:10,08:10,BUDAPEST08:10 | 08:10Operato da BUZZ,Operato da BUZZ,2026-05-10 23:00:00
FR 6149,Decollo,08:10,08:10,PALERMO08:10 | 08:10,nan,2026-05-10 23:00:00
W6 4352,Decollo,08:10,08:10,SOFIA08:10 | 08:10,nan,2026-05-10 23:00:00
FR 3657,Decollo,08:15,08:15,EDINBURGH08:15 | 08:15Operato da Malta Air,Operato da Malta Air,2026-05-10 23:00:00
V7 3511,Decollo,08:15,08:15,ASTURIAS08:15 | 08:15,nan,2026-05-10 23:00:00
FR 3561,Decollo,08:20,08:20,NAPOLI08:20 | 08:20,nan,2026-05-10 23:00:00
W4 3382,Decollo,08:25,08:25,CLUJ-NAPOCA08:25 | 08:25,nan,2026-05-10 23:00:00
W6 1432,Decollo,08:40,08:40,WARSAW08:40 | 08:40,nan,2026-05-10 23:00:00
FR 1784,Decollo,08:40,08:40,COPENHAGEN08:40 | 08:40,nan,2026-05-10 23:00:00
