callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 2698,D,ALGHERO,15:00,15:00,Operativo,2026-09-26 12:00:46
FR 5494,D,MADRID,15:05,15:05,Operativo,2026-09-26 12:00:46
FR 6257,D,KRAKOW,15:20,15:20,OPERATO DA BUZZ,2026-09-26 12:00:46
V7 1720,D,PANTELLERIA,15:25,15:25,Operativo,2026-09-26 12:00:46
FR 4037,D,DUBLIN,15:25,15:25,Operativo,2026-09-26 12:00:46
FR 6856,D,PORTO,15:30,15:30,OPERATO DA MALTA AIR,2026-09-26 12:00:46
FR 6091,D,GRAN CANARIA,15:35,15:35,OPERATO DA MALTA AIR,2026-09-26 12:00:46
FR 820,D,LISBON,15:35,15:35,OPERATO DA MALTA AIR,2026-09-26 12:00:46
FR 8821,D,BIARRITZ - BAYONA,15:40,15:40,OPERATO DA MALTA AIR,2026-09-26 12:00:46
FR 3480,D,CAGLIARI,15:45,15:45,Operativo,2026-09-26 12:00:46
W4 5018,D,TIRANA,15:45,15:45,OPERATO DA WIZZAIR HUNGARY,2026-09-26 12:00:46
FR 3867,D,POZNAN,15:45,15:45,Operativo,2026-09-26 12:00:46
FR 3432,D,PARIS BEAUVAIS,15:50,15:50,Operativo,2026-09-26 12:00:46
FR 6846,D,LIVERPOOL,16:00,16:00,OPERATO DA MALTA AIR,2026-09-26 12:00:46
FR 5113,D,CROTONE,16:05,16:05,Operativo,2026-09-26 12:00:46
SM 832,D,SHARM EL SHEIKH,16:10,16:10,Operativo,2026-09-26 12:00:46
FR 4993,D,CEFALONIA,16:10,16:10,Operativo,2026-09-26 12:00:46
FR 8421,D,TIRANA,16:20,16:20,OPERATO DA BUZZ,2026-09-26 12:00:46
FR 410,D,LUXEMBOURG,16:30,17:00,IN RITARDO,2026-09-26 12:00:46
FR 2289,D,PALERMO,16:35,16:35,Operativo,2026-09-26 12:00:46
FR 4188,D,LONDON STANSTED,16:35,16:35,Operativo,2026-09-26 12:00:46
FR 845,D,CLUJ-NAPOCA,16:35,16:35,OPERATO DA MALTA AIR,2026-09-26 12:00:46
FR 3392,D,HELSINKI,17:05,18:25,IN RITARDO,2026-09-26 12:00:46
FR 2878,D,STOCKHOLM,17:05,17:05,OPERATO DA MALTA AIR,2026-09-26 12:00:46
FR 3319,D,BARCELONA EL PRAT,17:10,17:10,Operativo,2026-09-26 12:00:46
FR 5102,D,BIRMINGHAM,17:15,17:15,OPERATO DA MALTA AIR,2026-09-26 12:00:46
AZ 7058,D,ISTANBUL S. GOKCEN,17:15,17:15,Operativo,2026-09-26 12:00:46
FR 3653,D,BARI,17:15,17:15,Operativo,2026-09-26 12:00:46
PC 1214,D,ISTANBUL S. GOKCEN,17:15,17:15,Operativo,2026-09-26 12:00:46
FR 2992,D,COPENHAGEN,17:35,17:35,Operativo,2026-09-26 12:00:46
FR 4044,D,VARSAVIA MODLIN,17:35,17:35,OPERATO DA BUZZ,2026-09-26 12:00:46
FR 2649,D,MALAGA,17:50,17:50,OPERATO DA MALTA AIR,2026-09-26 12:00:46
FR 2858,D,BRINDISI,18:10,18:10,Operativo,2026-09-26 12:00:46
FR 3437,D,SOFIA,20:10,20:40,IN RITARDO Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/,2026-09-26 12:00:46
FR 9239,A,LUBLIN,10:15,12:45,IMBARCO IN CORSO,2026-09-26 12:00:46
FR 5108,A,LOURDES,10:30,11:35,DECOLLATO,2026-09-26 12:00:46
FR 6125,A,DUBLIN,11:35,11:53,DECOLLATO,2026-09-26 12:00:46
FR 5655,A,PALMA DE MALLORCA,11:40,11:40,DECOLLATO,2026-09-26 12:00:46
PC 1212,A,ISTANBUL S. GOKCEN,11:45,11:45,DECOLLATO,2026-09-26 12:00:46
FR 3450,A,TANGIER,11:45,11:45,IMBARCO CHIUSO,2026-09-26 12:00:46
AZ 7048,A,ISTANBUL S. GOKCEN,11:45,11:45,DECOLLATO,2026-09-26 12:00:46
FR 3460,A,EINDHOVEN,12:00,12:00,IMBARCO CHIUSO,2026-09-26 12:00:46
DY 1843,A,STAVANGER,12:10,12:10,IMBARCO CHIUSO,2026-09-26 12:00:46
FR 3210,A,SANTORINI / THIRA,12:25,12:25,IMBARCO IN CORSO,2026-09-26 12:00:46
FR 9372,A,BRNO,12:30,13:05,IN RITARDO,2026-09-26 12:00:46
VF 062,A,ISTANBUL S. GOKCEN,12:45,12:45,IMBARCO IN CORSO,2026-09-26 12:00:46
FR 3587,A,OSLO TORP,12:50,12:50,IMBARCO IN CORSO,2026-09-26 12:00:46
FR 4402,A,ZAKINTHOS,13:05,13:40,IN RITARDO,2026-09-26 12:00:46
FR 3530,A,PRAGUE,13:05,13:44,IN RITARDO,2026-09-26 12:00:46
MT 3144,A,MARSA ALAM/SHARM EL SHEIKH,13:05,13:05,Operativo,2026-09-26 12:00:46
FR 847,A,BARCELONA EL PRAT,13:10,13:10,OPERATO DA MALTA AIR,2026-09-26 12:00:46
FR 6451,A,PALERMO,13:20,13:49,IN RITARDO,2026-09-26 12:00:46
FR 2872,A,VILNIUS,13:30,13:30,OPERATO DA BUZZ,2026-09-26 12:00:46
EK 2141,A,DUBAI,13:40,13:40,Operativo,2026-09-26 12:00:46
FZ 1574,A,DUBAI,13:40,13:40,Operativo,2026-09-26 12:00:46
FR 2876,A,BRINDISI,13:45,13:45,Operativo,2026-09-26 12:00:46
FR 3300,A,VITORIA,13:45,14:28,IN RITARDO,2026-09-26 12:00:46
FR 8846,A,MARRAKECH,14:00,14:00,Operativo,2026-09-26 12:00:46
FR 4698,A,TRAPANI,14:15,14:15,OPERATO DA MALTA AIR,2026-09-26 12:00:46
FR 219,A,ALICANTE,14:40,14:40,Operativo,2026-09-26 12:00:46
FR 3673,A,LONDON STANSTED,14:55,14:55,OPERATO DA MALTA AIR,2026-09-26 12:00:46
FR 2698,A,ALGHERO,15:00,15:00,Operativo,2026-09-26 12:00:46
FR 5494,A,MADRID,15:05,15:05,Operativo,2026-09-26 12:00:46
FR 6257,A,KRAKOW,15:20,15:20,OPERATO DA BUZZ,2026-09-26 12:00:46
V7 1720,A,PANTELLERIA,15:25,15:25,Operativo,2026-09-26 12:00:46
FR 4037,A,DUBLIN,15:25,15:25,Operativo,2026-09-26 12:00:46
FR 6856,A,PORTO,15:30,15:30,OPERATO DA MALTA AIR,2026-09-26 12:00:46
FR 6091,A,GRAN CANARIA,15:35,15:35,OPERATO DA MALTA AIR,2026-09-26 12:00:46
FR 820,A,LISBON,15:35,15:35,OPERATO DA MALTA AIR,2026-09-26 12:00:46
FR 8821,A,BIARRITZ - BAYONA,15:40,15:40,OPERATO DA MALTA AIR,2026-09-26 12:00:46
FR 3480,A,CAGLIARI,15:45,15:45,Operativo,2026-09-26 12:00:46
W4 5018,A,TIRANA,15:45,15:45,OPERATO DA WIZZAIR HUNGARY,2026-09-26 12:00:46
FR 3867,A,POZNAN,15:45,15:45,Operativo,2026-09-26 12:00:46
FR 3432,A,PARIS BEAUVAIS,15:50,15:50,Operativo,2026-09-26 12:00:46
FR 6846,A,LIVERPOOL,16:00,16:00,OPERATO DA MALTA AIR,2026-09-26 12:00:46
FR 5113,A,CROTONE,16:05,16:05,Operativo,2026-09-26 12:00:46
SM 832,A,SHARM EL SHEIKH,16:10,16:10,Operativo,2026-09-26 12:00:46
FR 4993,A,CEFALONIA,16:10,16:10,Operativo,2026-09-26 12:00:46
FR 8421,A,TIRANA,16:20,16:20,OPERATO DA BUZZ,2026-09-26 12:00:46
FR 410,A,LUXEMBOURG,16:30,17:00,IN RITARDO,2026-09-26 12:00:46
FR 2289,A,PALERMO,16:35,16:35,Operativo,2026-09-26 12:00:46
FR 4188,A,LONDON STANSTED,16:35,16:35,Operativo,2026-09-26 12:00:46
FR 845,A,CLUJ-NAPOCA,16:35,16:35,OPERATO DA MALTA AIR,2026-09-26 12:00:46
FR 3392,A,HELSINKI,17:05,18:25,IN RITARDO,2026-09-26 12:00:46
FR 2878,A,STOCKHOLM,17:05,17:05,OPERATO DA MALTA AIR,2026-09-26 12:00:46
FR 3319,A,BARCELONA EL PRAT,17:10,17:10,Operativo,2026-09-26 12:00:46
FR 5102,A,BIRMINGHAM,17:15,17:15,OPERATO DA MALTA AIR,2026-09-26 12:00:46
AZ 7058,A,ISTANBUL S. GOKCEN,17:15,17:15,Operativo,2026-09-26 12:00:46
FR 3653,A,BARI,17:15,17:15,Operativo,2026-09-26 12:00:46
PC 1214,A,ISTANBUL S. GOKCEN,17:15,17:15,Operativo,2026-09-26 12:00:46
FR 2992,A,COPENHAGEN,17:35,17:35,Operativo,2026-09-26 12:00:46
FR 4044,A,VARSAVIA MODLIN,17:35,17:35,OPERATO DA BUZZ,2026-09-26 12:00:46
FR 2649,A,MALAGA,17:50,17:50,OPERATO DA MALTA AIR,2026-09-26 12:00:46
FR 2858,A,BRINDISI,18:10,18:10,Operativo,2026-09-26 12:00:46
FR 3437,A,SOFIA,20:10,20:40,"IN RITARDO × Utilizziamo cookie tecnici e, previo consenso, di profilazione, anche di terze parti, per raccogliere informazioni statistiche sulla navigazione del sito e per mostrarti messaggi pubblicitari personalizzati e in linea con le tue preferenze, al fine di inviare messaggi pubblicitari ovvero di modulare la fornitura del servizio in modo personalizzato. Per maggiori informazioni sull’uso dei cookie, visualizza l’Informativa cookie oppure GESTISCI le tue preferenze scegliendo quali cookie installare. Cliccando su “Accetta” acconsenti all’installazione di tutti i cookie. Cliccando sulla “X” verranno salvate le impostazioni di default e dunque la continuazione della navigazione avverrà in assenza di cookie o altri strumenti di tracciamento non tecnici o non strettamente necessari. NECESSARI ESPERIENZA MISURAZIONE MARKETING Gestisci Rifiuta tutto Accetta tutto Assistenza Milan Bergamo Airport SEDE LEGALE Via Orio al Serio 49/",2026-09-26 12:00:46
