flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
FR 3112,Decollo,19:30,21:03,IASI19:30 | 21:03Decollato,Decollato,2026-04-03 23:00:00
FR 3480,Decollo,19:40,21:30,CAGLIARI19:40 | 21:30Decollato,Decollato,2026-04-03 23:00:00
FR 2735,Decollo,20:30,21:05,LONDON  STANSTED20:30 | 21:05Decollato,Decollato,2026-04-03 23:00:00
FR 2892,Decollo,21:05,21:05,CATANIA21:05 | 21:05Decollato,Decollato,2026-04-03 23:00:00
FR 6304,Decollo,21:10,21:40,BARCELONA EL PRAT21:10 | 21:40Decollato,Decollato,2026-04-03 23:00:00
W6 4390,Decollo,21:10,21:10,SOFIA21:10 | 21:10Decollato,Decollato,2026-04-03 23:00:00
FR 4658,Decollo,21:15,21:57,BARI21:15 | 21:57Decollato,Decollato,2026-04-03 23:00:00
FR 3164,Decollo,21:20,21:20,BUDAPEST21:20 | 21:20Decollato,Decollato,2026-04-03 23:00:00
FR 2087,Decollo,21:30,21:48,LISBON21:30 | 21:48Decollato,Decollato,2026-04-03 23:00:00
FR 4714,Decollo,21:40,21:40,RIGA21:40 | 21:40Decollato,Decollato,2026-04-03 23:00:00
W4 3830,Decollo,21:45,21:45,SIBIU21:45 | 21:45Decollato,Decollato,2026-04-03 23:00:00
W4 5020,Decollo,21:45,21:45,TIRANA21:45 | 21:45Decollato,Decollato,2026-04-03 23:00:00
FR 5700,Decollo,21:55,22:48,PALMA DE MALLORCA21:55 | 22:48Decollato,Decollato,2026-04-03 23:00:00
FR 3341,Decollo,22:00,22:00,VARSAVIA MODLIN22:00 | 22:00Decollato,Decollato,2026-04-03 23:00:00
FR 3506,Decollo,22:15,22:54,ALICANTE22:15 | 22:54Decollato,Decollato,2026-04-03 23:00:00
FR 7960,Decollo,22:15,22:15,BIRMINGHAM22:15 | 22:15Decollato,Decollato,2026-04-03 23:00:00
FR 3437,Decollo,22:15,22:15,SOFIA22:15 | 22:15Decollato,Decollato,2026-04-03 23:00:00
FR 9408,Decollo,22:20,23:10,FEZ22:20 | 23:10Imbarco ultima chiamata,Imbarco ultima chiamata,2026-04-03 23:00:00
FR 5984,Decollo,22:20,22:54,MADRID22:20 | 22:54Imbarco chiuso,Imbarco chiuso,2026-04-03 23:00:00
W4 3552,Decollo,22:20,23:24,TIMISOARA22:20 | 23:24Imbarco ultima chiamata,Imbarco ultima chiamata,2026-04-03 23:00:00
FR 3280,Decollo,22:30,22:30,GDANSK - DANZICA22:30 | 22:30Decollato,Decollato,2026-04-03 23:00:00
NP 222,Decollo,22:35,23:10,CAIRO22:35 | 23:10Imbarco in corso,Imbarco in corso,2026-04-03 23:00:00
W4 3136,Decollo,22:40,22:40,BUCHAREST BANEASA22:40 | 22:40Imbarco chiuso,Imbarco chiuso,2026-04-03 23:00:00
FR 4188,Decollo,22:40,23:00,LONDON  STANSTED22:40 | 23:00Imbarco chiuso,Imbarco chiuso,2026-04-03 23:00:00
FR 3657,Decollo,22:45,22:45,EDINBURGH22:45 | 22:45Decollato,Decollato,2026-04-03 23:00:00
FR 4700,Decollo,22:55,22:55,BARI22:55 | 22:55Imbarco ultima chiamata,Imbarco ultima chiamata,2026-04-03 23:00:00
FR 2990,Decollo,22:55,22:55,COPENHAGEN22:55 | 22:55Imbarco chiuso,Imbarco chiuso,2026-04-03 23:00:00
FR 3535,Decollo,23:00,23:30,KRAKOW23:00 | 23:30Imbarco in corso,Imbarco in corso,2026-04-03 23:00:00
FR 8355,Decollo,23:10,23:45,TIRANA23:10 | 23:45In ritardo,In ritardo,2026-04-03 23:00:00
3O 456,Decollo,23:30,00:42,CASABLANCA23:30 | 00:42In ritardo,In ritardo,2026-04-03 23:00:00
FR 8844,Decollo,23:35,23:35,WROCLAW - BRESLAVIA23:35 | 23:35Operato da BUZZ,Operato da BUZZ,2026-04-03 23:00:00
FR 3408,Decollo,23:35,23:35,KATOWICE23:35 | 23:35Imbarco in corso,Imbarco in corso,2026-04-03 23:00:00
W6 4124,Decollo,23:40,00:25,BELGRADE23:40 | 00:25,nan,2026-04-03 23:00:00
FR 2669,Decollo,05:45,05:45,BERLIN05:45 | 05:45Operato da Malta Air,Operato da Malta Air,2026-04-03 23:00:00
FR 2254,Decollo,05:45,05:45,ALGHERO05:45 | 05:45Operato da Malta Air,Operato da Malta Air,2026-04-03 23:00:00
FR 5139,Decollo,05:50,05:50,FARO05:50 | 05:50Operato da Malta Air,Operato da Malta Air,2026-04-03 23:00:00
FR 3200,Decollo,05:50,05:50,CAGLIARI05:50 | 05:50Operato da Malta Air,Operato da Malta Air,2026-04-03 23:00:00
FR 3659,Decollo,05:55,05:55,BRUXELLES CHARLEROI05:55 | 05:55,nan,2026-04-03 23:00:00
FR 6178,Decollo,05:55,05:55,FUERTEVENTURA05:55 | 05:55,nan,2026-04-03 23:00:00
FR 8334,Decollo,06:00,06:00,IBIZA06:00 | 06:00,nan,2026-04-03 23:00:00
FR 3545,Decollo,06:00,06:00,FEZ06:00 | 06:00,nan,2026-04-03 23:00:00
FR 9196,Decollo,06:05,06:05,TRAPANI06:05 | 06:05,nan,2026-04-03 23:00:00
FR 3142,Decollo,06:10,06:10,BARCELONA EL PRAT06:10 | 06:10,nan,2026-04-03 23:00:00
FR 5120,Decollo,06:20,06:20,MADRID06:20 | 06:20Operato da Malta Air,Operato da Malta Air,2026-04-03 23:00:00
FR 2285,Decollo,06:20,06:20,NAPOLI06:20 | 06:20,nan,2026-04-03 23:00:00
FR 3528,Decollo,06:30,06:30,PRAGUE06:30 | 06:30,nan,2026-04-03 23:00:00
FR 3593,Decollo,06:30,06:30,POZNAN06:30 | 06:30Operato da Malta Air,Operato da Malta Air,2026-04-03 23:00:00
FR 8121,Decollo,06:35,06:35,TIRANA06:35 | 06:35,nan,2026-04-03 23:00:00
FR 3400,Decollo,06:45,06:45,SOFIA06:45 | 06:45,nan,2026-04-03 23:00:00
FR 2261,Decollo,06:45,06:45,CATANIA06:45 | 06:45Operato da Malta Air,Operato da Malta Air,2026-04-03 23:00:00
FR 1417,Decollo,06:45,06:45,LAMEZIA06:45 | 06:45,nan,2026-04-03 23:00:00
FR 1746,Decollo,07:20,07:20,KNOCK07:20 | 07:20,nan,2026-04-03 23:00:00
FR 5669,Decollo,07:25,07:25,LEMNOS07:25 | 07:25Operato da Malta Air,Operato da Malta Air,2026-04-03 23:00:00
W6 4390,Decollo,07:30,07:30,SOFIA07:30 | 07:30,nan,2026-04-03 23:00:00
NO 6952,Decollo,07:30,07:30,MARSA ALAM07:30 | 07:30,nan,2026-04-03 23:00:00
W4 3132,Decollo,07:30,07:30,BUCHAREST BANEASA07:30 | 07:30,nan,2026-04-03 23:00:00
FR 1533,Decollo,07:35,07:35,VIENNA07:35 | 07:35Operato da Lauda Europe,Operato da Lauda Europe,2026-04-03 23:00:00
W4 3382,Decollo,07:40,07:40,CLUJ-NAPOCA07:40 | 07:40,nan,2026-04-03 23:00:00
FR 413,Decollo,07:50,07:50,THESSALONIKI07:50 | 07:50Operato da Malta Air,Operato da Malta Air,2026-04-03 23:00:00
