callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
W4 3672,D,IASI,08:00,08:00,CANCELLATO,2026-09-26 09:15:47
FR 3396,D,CROTONE,08:45,09:18,IMBARCO CHIUSO,2026-09-26 09:15:47
FR 3645,D,EDINBURGH,08:55,10:00,IMBARCO ULTIMA CHIAMATA,2026-09-26 09:15:47
FR 1784,D,COPENHAGEN,09:05,09:05,DECOLLATO,2026-09-26 09:15:47
FR 4042,D,PORTO,09:05,10:10,IN RITARDO,2026-09-26 09:15:47
FR 2739,D,LONDON STANSTED,09:10,09:10,IMBARCO CHIUSO,2026-09-26 09:15:47
FR 4667,D,BARI,09:30,09:30,IMBARCO ULTIMA CHIAMATA,2026-09-26 09:15:47
FR 076,D,SEVILLA,09:40,09:40,IMBARCO IN CORSO,2026-09-26 09:15:47
FR 7324,D,MALTA,09:50,12:00,IN RITARDO,2026-09-26 09:15:47
FR 2888,D,CATANIA,10:00,10:00,Operativo,2026-09-26 09:15:47
FR 4201,D,RHODES,10:10,10:10,Operativo,2026-09-26 09:15:47
FR 9239,D,LUBLIN,10:15,12:15,IN RITARDO,2026-09-26 09:15:47
FR 461,D,NEWCASTLE,10:15,10:40,IN RITARDO,2026-09-26 09:15:47
FR 1903,D,VARSAVIA MODLIN,10:25,10:25,OPERATO DA BUZZ,2026-09-26 09:15:47
FR 5108,D,LOURDES,10:30,11:11,IN RITARDO,2026-09-26 09:15:47
FR 9618,D,RIGA,10:35,10:35,OPERATO DA BUZZ,2026-09-26 09:15:47
FR 4196,D,CORFU,10:40,10:40,OPERATO DA MALTA AIR,2026-09-26 09:15:47
FR 3200,D,CAGLIARI,10:45,10:45,OPERATO DA MALTA AIR,2026-09-26 09:15:47
FR 497,D,VALENCIA,10:45,11:05,IN RIT,2026-09-26 09:15:47
3O 458,D,CASABLANCA,10:50,10:50,Operativo,2026-09-26 09:15:47
FR 259,D,BUCHAREST OTOPENI,10:55,10:55,OPERATO DA MALTA AIR,2026-09-26 09:15:47
FR 9292,D,KAUNAS,11:05,11:05,OPERATO DA MALTA AIR,2026-09-26 09:15:47
FR 4548,D,CHANIA-CRETA,11:30,11:30,OPERATO DA MALTA AIR,2026-09-26 09:15:47
FR 6125,D,DUBLIN,11:35,11:35,Operativo,2026-09-26 09:15:47
FR 5655,D,PALMA DE MALLORCA,11:40,11:40,OPERATO DA MALTA AIR,2026-09-26 09:15:47
PC 1212,D,ISTANBUL S. GOKCEN,11:45,11:45,Operativo,2026-09-26 09:15:47
FR 3450,D,TANGIER,11:45,11:45,Operativo,2026-09-26 09:15:47
AZ 7048,D,ISTANBUL S. GOKCEN,11:45,11:45,Operativo,2026-09-26 09:15:47
FR 3460,D,EINDHOVEN,12:00,12:00,Operativo,2026-09-26 09:15:47
DY 1843,D,STAVANGER,12:10,12:10,Operativo,2026-09-26 09:15:47
FR 3210,D,SANTORINI / THIRA,12:25,12:25,OPERATO DA MALTA AIR,2026-09-26 09:15:47
FR 9372,D,BRNO,12:30,12:30,Operativo,2026-09-26 09:15:47
