callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 3437,D,SOFIA,20:10,23:30,IN RITARDO,2026-09-19 23:00:25
FR 4969,D,PALERMO,21:20,23:02,IMBARCO CHIUSO,2026-09-19 23:00:25
FR 3440,D,LAMEZIA,21:25,22:52,IMBARCO CHIUSO,2026-09-19 23:00:25
FR 6501,D,OLBIA,21:35,23:03,IMBARCO ULTIMA CHIAMATA,2026-09-19 23:00:25
FR 4132,D,BARI,21:35,23:00,IMBARCO CHIUSO,2026-09-19 23:00:25
FR 6991,D,RABAT,22:10,22:46,DECOLLATO,2026-09-19 23:00:25
FR 3280,D,GDANSK - DANZICA,22:20,23:25,IMBARCO ULTIMA CHIAMATA,2026-09-19 23:00:25
G9 696,D,SHARJAH,22:50,22:50,IMBARCO CHIUSO,2026-09-19 23:00:25
FR 8844,D,WROCLAW - BRESLAVIA,22:55,23:53,IN RITARDO,2026-09-19 23:00:25
FR 5999,D,ZAGREB,23:05,23:27,IMBARCO IN CORSO,2026-09-19 23:00:25
FR 3408,D,KATOWICE,23:10,23:10,IMBARCO IN CORSO,2026-09-19 23:00:25
FR 3535,D,KRAKOW,23:15,00:23,IN RITARDO,2026-09-19 23:00:25
NP 322,D,CAIRO,23:30,23:30,Operativo,2026-09-19 23:00:25
FR 6086,D,KALAMATA,05:45,05:45,Operativo,2026-09-19 23:00:25
FR 2830,D,TENERIFE,05:50,05:50,Operativo,2026-09-19 23:00:25
FR 8511,D,BENI MELLAL,05:55,05:55,Operativo,2026-09-19 23:00:25
FR 2293,D,PESCARA,05:55,05:55,Operativo,2026-09-19 23:00:25
FR 2254,D,ALGHERO,05:55,05:55,OPERATO DA MALTA AIR,2026-09-19 23:00:25
FR 3200,D,CAGLIARI,06:00,06:00,Operativo,2026-09-19 23:00:25
FR 3142,D,BARCELONA EL PRAT,06:00,06:00,Operativo,2026-09-19 23:00:25
FR 410,D,LUXEMBOURG,06:05,06:05,OPERATO DA MALTA AIR,2026-09-19 23:00:25
FR 8334,D,IBIZA,06:05,06:05,OPERATO DA MALTA AIR,2026-09-19 23:00:25
FR 5139,D,FARO,06:15,06:15,Operativo,2026-09-19 23:00:25
