callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 219,D,ALICANTE,16:15,17:38,DECOLLATO,2026-09-16 18:00:25
FR 5102,D,BIRMINGHAM,16:30,17:36,DECOLLATO,2026-09-16 18:00:25
FR 3649,D,PAPHOS,17:20,18:14,IMBARCO IN CORSO,2026-09-16 18:00:25
FR 413,D,THESSALONIKI,17:45,17:45,IMBARCO CHIUSO,2026-09-16 18:00:25
FR 3673,D,LONDON STANSTED,17:50,18:18,IMBARCO IN CORSO,2026-09-16 18:00:25
FR 5494,D,MADRID,17:50,18:27,IMBARCO IN CORSO,2026-09-16 18:00:25
FR 3398,D,MALAGA,17:55,17:55,IMBARCO CHIUSO,2026-09-16 18:00:25
FR 6175,D,CATANIA,18:00,18:00,DECOLLATO,2026-09-16 18:00:25
FR 3142,D,BARCELONA EL PRAT,18:05,18:23,IMBARCO IN CORSO,2026-09-16 18:00:25
FR 820,D,LISBON,18:10,20:00,IN RITARDO,2026-09-16 18:00:25
FR 3460,D,EINDHOVEN,18:20,18:20,IMBARCO ULTIMA CHIAMATA,2026-09-16 18:00:25
FR 3545,D,FEZ,18:20,18:20,IMBARCO ULTIMA CHIAMATA,2026-09-16 18:00:25
FR 3164,D,BUDAPEST,18:25,18:25,IMBARCO ULTIMA CHIAMATA,2026-09-16 18:00:25
FR 3392,D,HELSINKI,18:25,18:25,IMBARCO IN CORSO,2026-09-16 18:00:25
FR 3655,D,STOCKHOLM,18:35,18:35,IMBARCO IN CORSO,2026-09-16 18:00:25
FR 4658,D,BARI,18:35,18:35,IMBARCO IN CORSO,2026-09-16 18:00:25
FR 4663,D,VALENCIA,18:40,19:28,IN RITARDO,2026-09-16 18:00:25
BZ 151,D,TEL AVIV,19:00,20:10,IN RITARDO,2026-09-16 18:00:25
FR 3893,D,CAGLIARI,19:05,19:40,IN RITARDO,2026-09-16 18:00:25
FR 8801,D,IBIZA,19:15,19:15,Operativo,2026-09-16 18:00:25
FR 7976,D,KOS,19:20,19:20,OPERATO DA MALTA AIR,2026-09-16 18:00:25
FR 4638,D,PORTO,19:50,19:50,Operativo,2026-09-16 18:00:25
FR 2892,D,CATANIA,20:05,20:05,Operativo,2026-09-16 18:00:25
FR 3501,D,PARIS BEAUVAIS,20:10,20:10,Operativo,2026-09-16 18:00:25
FR 3665,D,NAPOLI,20:10,20:10,Operativo,2026-09-16 18:00:25
FR 859,D,BRINDISI,20:15,20:15,Operativo,2026-09-16 18:00:25
FR 3506,D,ALICANTE,20:25,20:25,Operativo,2026-09-16 18:00:25
FR 3504,D,KRAKOW,20:25,20:25,OPERATO DA MALTA,2026-09-16 18:00:25
3F 248,D,YEREVAN,20:25,20:25,IN RITARDO,2026-09-16 18:00:25
W4 3608,D,SUCEAVA,20:30,20:30,Operativo,2026-09-16 18:00:25
FR 4235,D,VILNIUS,20:35,20:35,OPERATO DA BUZZ,2026-09-16 18:00:25
W6 1434,D,WARSAW,20:40,22:30,IN RITARDO,2026-09-16 18:00:25
FR 2254,D,ALGHERO,20:50,20:50,Operativo,2026-09-16 18:00:25
FR 5092,D,LAMEZIA,20:50,20:50,Operativo,2026-09-16 18:00:25
FR 8349,D,TIRANA,20:55,20:55,Operativo,2026-09-16 18:00:25
