timestamp,callsign,icao24,pista,fase_volo,direzione,quota_ft,rotta_deg,distanza_km,paese,sessione_notturna
2026-09-17 23:00:58,UAE39L,8960f0,N/D,Sorvolo,N/D,4686,97.59,10.29,United Arab Emirates,2026-09-17
2026-09-17 23:00:58,RYR3KJ,4ca4ec,RWY 28,Atterraggio,Est -> Ovest,228,284.69,1.85,Ireland,2026-09-17
2026-09-17 23:09:02,ABY696,896718,RWY 10,Decollo,Ovest -> Est,586,105.0,2.98,United Arab Emirates,2026-09-17
2026-09-17 23:11:03,THY6AM,4bb288,N/D,Sorvolo,N/D,4472,270.17,10.39,Turkey,2026-09-17
2026-09-17 23:11:03,RYR6LW,4ca4ef,N/D,Sorvolo,N/D,5554,270.7,4.56,Ireland,2026-09-17
2026-09-17 23:13:04,ENT4TY,48ea01,N/D,Sorvolo,N/D,11887,226.42,8.34,Poland,2026-09-17
2026-09-17 23:15:05,RYR45MZ,4cadc4,RWY 10,Decollo,Ovest -> Est,586,105.7,3.32,Ireland,2026-09-17
2026-09-17 23:17:06,DHX752,8940cc,N/D,Sorvolo,N/D,6789,87.02,12.62,Bahrain,2026-09-17
2026-09-17 23:25:15,RYR33PK,4cae96,N/D,Sorvolo,N/D,10668,226.94,10.94,Ireland,2026-09-17
2026-09-17 23:27:16,BCS943,451dbd,N/D,Sorvolo,N/D,5829,251.9,4.77,Bulgaria,2026-09-17
2026-09-17 23:33:19,RYR94CD,4ca9d1,N/D,Sorvolo,N/D,11277,223.37,11.14,Ireland,2026-09-17
2026-09-17 23:33:19,MASBA,424c9d,RWY 10,Decollo,Ovest -> Est,914,105.26,3.34,United Kingdom,2026-09-17
2026-09-17 23:35:20,RYR9ZN,48c12f,RWY 10,Avvicinamento,Ovest -> Est,769,109.88,5.31,Poland,2026-09-17
2026-09-17 23:35:20,EFW74V,400be5,N/D,Sorvolo,N/D,10972,307.41,14.48,United Kingdom,2026-09-17
2026-09-17 23:35:20,RYR52MH,4ca9c3,RWY 28,Atterraggio,Est -> Ovest,228,284.98,1.96,Ireland,2026-09-17
2026-09-17 23:35:20,AIC160,8004de,N/D,Sorvolo,N/D,10668,127.35,7.35,India,2026-09-17
2026-09-17 23:51:31,RYR74UN,4ca857,RWY 28,Atterraggio,Est -> Ovest,228,284.69,1.88,Ireland,2026-09-17
2026-09-17 23:53:32,WMT994,471f03,RWY 10,Decollo,Ovest -> Est,632,106.0,3.12,Hungary,2026-09-17
2026-09-17 23:55:33,UNKNOWN,471fad,RWY 10,Decollo,Ovest -> Est,327,105.04,1.56,Hungary,2026-09-17
2026-09-17 23:59:34,DHK7017,40066c,N/D,Sorvolo,N/D,9966,311.94,10.12,United Kingdom,2026-09-17
2026-09-18 00:01:36,IGT1186,5140d1,N/D,Sorvolo,N/D,8625,91.99,7.51,Georgia,2026-09-17
2026-09-18 00:09:40,RYR2UW,4ca27b,RWY 28,Atterraggio,Est -> Ovest,236,284.6,2.0,Ireland,2026-09-17
2026-09-18 00:09:40,RYR7CE,4cae99,RWY 28,Atterraggio,Est -> Ovest,228,285.46,1.88,Ireland,2026-09-17
2026-09-18 00:21:49,BCS4HG,440bcd,N/D,Sorvolo,N/D,6621,75.19,5.11,Austria,2026-09-17
2026-09-18 00:31:55,RYR52TC,4ca739,RWY 28,Atterraggio,Est -> Ovest,228,285.36,1.92,Ireland,2026-09-17
2026-09-18 00:37:58,ABR177,4caca2,N/D,Sorvolo,N/D,5631,306.21,14.62,Ireland,2026-09-17
2026-09-18 00:37:58,RYR8SQ,4ca701,RWY 28,Atterraggio,Est -> Ovest,228,285.63,1.9,Ireland,2026-09-17
2026-09-18 00:46:01,IBRXA,300621,RWY 28,Avvicinamento,Est -> Ovest,800,282.62,6.82,Italy,2026-09-17
2026-09-18 00:46:01,RYR3301,4d2237,RWY 28,Atterraggio,Est -> Ovest,228,285.44,1.92,Malta,2026-09-17
2026-09-18 00:54:05,RYR30DK,4d2385,RWY 28,Atterraggio,Est -> Ovest,228,285.05,1.84,Malta,2026-09-17
2026-09-18 01:02:14,EJU68VV,440611,N/D,Sorvolo,N/D,6172,270.0,5.66,Austria,2026-09-17
2026-09-18 01:10:18,RYR765L,4d2208,RWY 28,Atterraggio,Est -> Ovest,228,284.98,1.86,Malta,2026-09-17
2026-09-18 01:16:22,RYR61TF,4cae61,RWY 28,Atterraggio,Est -> Ovest,228,284.96,1.87,Ireland,2026-09-17
2026-09-18 01:26:31,WMT952,4d2421,N/D,Sorvolo,N/D,6690,272.47,3.97,Malta,2026-09-17
2026-09-18 01:32:34,RYR8512,4cae6b,RWY 28,Atterraggio,Est -> Ovest,228,284.59,1.86,Ireland,2026-09-17
2026-09-18 01:34:35,RYR51YN,4caf28,RWY 28,Atterraggio,Est -> Ovest,228,284.98,1.88,Ireland,2026-09-17
2026-09-18 01:34:35,RYR97ED,4caf29,RWY 28,Atterraggio,Est -> Ovest,236,284.41,1.91,Ireland,2026-09-17
2026-09-18 01:40:38,RYR5DN,4ca8da,RWY 28,Atterraggio,Est -> Ovest,228,285.03,1.84,Ireland,2026-09-17
