callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 5700,D,PALMA DE MALLORCA,21:55,23:04,IMBARCO IN CORSO,2026-09-18 23:00:25
FR 3506,D,ALICANTE,22:15,22:58,IMBARCO ULTIMA CHIAMATA,2026-09-18 23:00:25
FR 3437,D,SOFIA,22:15,00:45,IN RITARDO,2026-09-18 23:00:25
FR 9408,D,FEZ,22:20,22:51,IMBARCO CHIUSO,2026-09-18 23:00:25
W4 3552,D,TIMISOARA,22:20,23:29,IMBARCO IN CORSO,2026-09-18 23:00:25
FR 5984,D,MADRID,22:20,22:50,IMBARCO CHIUSO,2026-09-18 23:00:25
FR 4188,D,LONDON STANSTED,22:40,22:40,DECOLLATO,2026-09-18 23:00:25
W4 3136,D,BUCHAREST BANEASA,22:40,23:10,IMBARCO ULTIMA CHIAMATA,2026-09-18 23:00:25
FR 3657,D,EDINBURGH,22:45,23:48,IN RITARDO,2026-09-18 23:00:25
FR 2990,D,COPENHAGEN,22:55,22:55,DECOLLATO,2026-09-18 23:00:25
W4 5020,D,TIRANA,23:00,23:00,IMBARCO ULTIMA CHIAMATA,2026-09-18 23:00:25
FR 3535,D,KRAKOW,23:00,00:41,IN RITARDO,2026-09-18 23:00:25
FR 8355,D,TIRANA,23:10,23:10,IMBARCO IN CORSO,2026-09-18 23:00:25
NP 222,D,CAIRO,23:20,23:20,Operativo,2026-09-18 23:00:25
3O 456,D,CASABLANCA,23:30,00:33,IN RITARDO,2026-09-18 23:00:25
FR 3408,D,KATOWICE,23:35,23:35,OPERATO DA BUZZ,2026-09-18 23:00:25
W6 4124,D,BELGRADE,23:40,23:40,Operativo,2026-09-18 23:00:25
FR 2669,D,BERLIN,05:45,05:45,Operativo,2026-09-18 23:00:25
FR 2254,D,ALGHERO,05:45,05:45,Operativo,2026-09-18 23:00:25
FR 5139,D,FARO,05:50,05:50,Operativo,2026-09-18 23:00:25
FR 6178,D,FUERTEVENTURA,05:55,05:55,Operativo,2026-09-18 23:00:25
FR 3659,D,BRUXELLES CHARLEROI,05:55,06:25,IN RITARDO,2026-09-18 23:00:25
FR 8334,D,IBIZA,06:00,06:00,Operativo,2026-09-18 23:00:25
FR 3545,D,FEZ,06:00,06:00,Operativo,2026-09-18 23:00:25
FR 9196,D,TRAPANI,06:05,06:05,OPERATO DA MALTA AIR,2026-09-18 23:00:25
FR 1176,D,MENORCA,06:05,06:05,Operativo,2026-09-18 23:00:25
FR 3142,D,BARCELONA EL PRAT,06:10,06:10,Operativo,2026-09-18 23:00:25
MT 1160,D,LAMPEDUSA,06:15,06:15,OPERATO DA TRADE AIR,2026-09-18 23:00:25
FR 5120,D,MADRID,06:20,06:20,Operativo,2026-09-18 23:00:25
FR 2285,D,NAPOLI,06:20,06:20,Operativo,2026-09-18 23:00:25
FR 3528,D,PRAGUE,06:30,06:30,OPERATO DA MALTA AIR,2026-09-18 23:00:25
FR 3593,D,POZNAN,06:30,06:30,OPERATO DA MALTA AIR,2026-09-18 23:00:25
FR 8121,D,TIRANA,06:35,06:35,OPERATO DA MALTA AIR,2026-09-18 23:00:25
FR 1417,D,LAMEZIA,06:45,06:45,Operativo,2026-09-18 23:00:25
FR 2261,D,CATANIA,06:45,06:45,Operativo,2026-09-18 23:00:25
FR 3400,D,SOFIA,06:45,06:45,Operativo,2026-09-18 23:00:25
NO 6485,D,IBIZA,07:00,07:00,Operativo,2026-09-18 23:00:25
FR 1746,D,KNOCK,07:20,07:20,OPERATO DA MALTA AIR,2026-09-18 23:00:25
FR 1853,D,MARSEILLE,07:25,07:25,OPERATO DA MALTA AIR,2026-09-18 23:00:25
FR 4663,D,VALENCIA,07:25,07:25,Operativo,2026-09-18 23:00:25
W4 3132,D,BUCHAREST BANEASA,07:30,07:30,OPERATO DA WIZZAIR HUNGARY,2026-09-18 23:00:25
FR 1533,D,VIENNA,07:35,07:35,OPERATO DA LAUDA EUROPE,2026-09-18 23:00:25
