timestamp,callsign,icao24,pista,fase_volo,direzione,quota_ft,rotta_deg,distanza_km,paese,sessione_notturna
2026-09-23 23:01:44,BCS7515,440bcb,N/D,Sorvolo,N/D,6850,293.87,13.43,Austria,2026-09-23
2026-09-23 23:03:45,RYR9YF,4d24ca,RWY 28,Atterraggio,Est -> Ovest,160,285.08,1.84,Malta,2026-09-23
2026-09-23 23:22:08,RYR2MM,4caff6,N/D,Sorvolo,N/D,11277,224.81,6.6,Ireland,2026-09-23
2026-09-23 23:22:08,DHX752,8940cc,N/D,Sorvolo,N/D,5547,87.12,14.05,Bahrain,2026-09-23
2026-09-23 23:22:08,EJU18KV,4401e9,N/D,Sorvolo,N/D,5661,269.83,2.97,Austria,2026-09-23
2026-09-23 23:24:09,BCS943,451dbd,RWY 28,Avvicinamento,Est -> Ovest,4518,271.0,6.15,Bulgaria,2026-09-23
2026-09-23 23:24:09,RYR7CE,4caff7,RWY 28,Atterraggio,Est -> Ovest,160,285.08,1.94,Ireland,2026-09-23
2026-09-23 23:26:10,VOE7MV,3465d8,N/D,Sorvolo,N/D,8542,98.05,11.03,Spain,2026-09-23
2026-09-23 23:28:11,RYR39PG,4d22b5,N/D,Avvicinamento,Rotta 209.3°,1386,209.28,9.13,Malta,2026-09-23
2026-09-23 23:36:19,EZS19BN,4b1a5f,N/D,Sorvolo,N/D,11582,277.69,8.32,Switzerland,2026-09-23
2026-09-23 23:36:19,RYR3399,4ca8e8,RWY 28,Atterraggio,Est -> Ovest,160,284.96,1.91,Ireland,2026-09-23
2026-09-23 23:38:20,THY6AM,4baa69,N/D,Sorvolo,N/D,5814,275.4,4.82,Turkey,2026-09-23
2026-09-23 23:40:21,RYR97ED,4ca9d4,RWY 28,Atterraggio,Est -> Ovest,160,285.08,1.94,Ireland,2026-09-23
2026-09-23 23:42:22,RYR58BW,4ca24c,RWY 10,Decollo,Ovest -> Est,731,104.93,4.75,Ireland,2026-09-23
2026-09-23 23:44:23,RYR63AB,4d222b,RWY 10,Avvicinamento,Ovest -> Est,678,108.43,5.15,Malta,2026-09-23
2026-09-23 23:48:25,RYR4YW,4caf27,RWY 16,Avvicinamento,Nord -> Sud,792,169.28,7.52,Ireland,2026-09-23
2026-09-23 23:50:26,WZZ6579,4d2455,N/D,Avvicinamento,Rotta 132.3°,754,132.33,6.31,Malta,2026-09-23
2026-09-23 23:54:28,RYR3EB,4ca849,N/D,Avvicinamento,Rotta 196.7°,1051,196.7,8.34,Ireland,2026-09-23
2026-09-24 00:02:34,RYR2UW,4ca855,RWY 28,Atterraggio,Est -> Ovest,160,284.51,1.91,Ireland,2026-09-23
2026-09-24 00:08:37,EJU12HZ,440614,N/D,Sorvolo,N/D,5989,282.08,3.46,Austria,2026-09-23
2026-09-24 00:14:44,DHK7017,400666,N/D,Sorvolo,N/D,10005,319.95,7.57,United Kingdom,2026-09-23
2026-09-24 00:22:48,RYR765L,4cadfe,RWY 28,Atterraggio,Est -> Ovest,160,284.76,1.87,Ireland,2026-09-23
2026-09-24 00:26:50,RYR307R,4d2385,N/D,Avvicinamento,Rotta 213.6°,3383,213.59,0.88,Malta,2026-09-23
2026-09-24 00:26:50,WZZ311,471f06,N/D,Sorvolo,N/D,7132,60.51,7.06,Hungary,2026-09-23
2026-09-24 00:28:51,RYR7RD,4caf34,RWY 28,Atterraggio,Est -> Ovest,160,285.36,1.86,Ireland,2026-09-23
2026-09-24 00:30:52,RYR8HM,4caf29,RWY 28,Atterraggio,Est -> Ovest,160,284.98,1.87,Ireland,2026-09-23
2026-09-24 00:47:00,RYR916R,4cadef,RWY 28,Atterraggio,Est -> Ovest,160,285.08,1.89,Ireland,2026-09-23
2026-09-24 00:49:01,WMT3YZ,4d2022,N/D,Sorvolo,N/D,6217,275.76,4.48,Malta,2026-09-23
2026-09-24 00:53:03,WMT952,471db0,N/D,Sorvolo,N/D,6553,272.41,5.43,Hungary,2026-09-23
2026-09-24 00:53:03,EJU48FL,440128,N/D,Sorvolo,N/D,5410,269.47,10.71,Austria,2026-09-23
2026-09-24 00:55:04,RYR58SV,4cae6d,RWY 28,Atterraggio,Est -> Ovest,152,285.29,1.87,Ireland,2026-09-23
2026-09-24 01:05:15,RYR32TE,4ca263,RWY 28,Atterraggio,Est -> Ovest,160,285.04,1.94,Ireland,2026-09-23
2026-09-24 01:09:17,LSA602,300a26,N/D,Sorvolo,N/D,6667,94.2,14.16,Italy,2026-09-23
2026-09-24 01:11:18,RYR84GY,4ca6aa,RWY 28,Atterraggio,Est -> Ovest,160,284.96,1.89,Ireland,2026-09-23
2026-09-24 01:19:23,RYR14AU,4cadc3,RWY 28,Atterraggio,Est -> Ovest,160,284.33,1.91,Ireland,2026-09-23
2026-09-24 01:19:23,RYR13PK,4d226b,RWY 28,Atterraggio,Est -> Ovest,160,285.05,1.85,Malta,2026-09-23
2026-09-24 01:19:23,LSI220,300a44,N/D,Sorvolo,N/D,5753,272.5,6.87,Italy,2026-09-23
2026-09-24 01:21:24,RYR465X,4d228f,RWY 28,Atterraggio,Est -> Ovest,160,284.93,1.91,Malta,2026-09-23
2026-09-24 01:27:27,RYR7PV,4cad3d,RWY 28,Atterraggio,Est -> Ovest,160,284.78,1.87,Ireland,2026-09-23
2026-09-24 01:31:29,RYR870,48c2b2,N/D,Atterraggio,Rotta 196.9°,0,196.88,0.61,Poland,2026-09-23
2026-09-24 01:35:31,RYR9MV,4d2242,RWY 28,Atterraggio,Est -> Ovest,160,285.01,1.87,Malta,2026-09-23
2026-09-24 01:43:35,RYR29CD,4d2217,RWY 28,Atterraggio,Est -> Ovest,160,284.33,1.87,Malta,2026-09-23
2026-09-24 01:59:54,RYR84RP,4ca64e,RWY 28,Atterraggio,Est -> Ovest,160,284.78,1.92,Ireland,2026-09-23
2026-09-24 02:05:58,BCS831,4520c4,N/D,Sorvolo,N/D,6903,44.44,7.78,Bulgaria,2026-09-23
2026-09-24 02:12:01,RYR87RR,4cadba,RWY 28,Atterraggio,Est -> Ovest,167,284.67,1.84,Ireland,2026-09-23
2026-09-24 02:28:20,NOS2474,4caeb1,RWY 10,Decollo,Ovest -> Est,441,103.64,3.36,Ireland,2026-09-23
2026-09-24 03:09:12,ABR177,4caca2,N/D,Sorvolo,N/D,5212,311.1,7.45,Ireland,2026-09-23
2026-09-24 03:41:48,RYR991,4d2382,RWY 28,Atterraggio,Est -> Ovest,160,285.29,1.84,Malta,2026-09-23
2026-09-24 03:45:50,SRR6402,45cf24,RWY 28,Atterraggio,Est -> Ovest,175,285.04,1.88,Denmark,2026-09-23
2026-09-24 04:08:18,DLH1327,3c66ea,N/D,Sorvolo,N/D,10980,357.04,9.06,Germany,2026-09-23
2026-09-24 05:28:07,WMT5GC,4d2100,N/D,Sorvolo,N/D,6438,79.8,5.29,Malta,2026-09-23
2026-09-24 05:34:12,WMT6JU,4d2428,N/D,Sorvolo,N/D,5234,85.54,11.9,Malta,2026-09-23
2026-09-24 05:34:12,SRR6498,45cf23,RWY 28,Atterraggio,Est -> Ovest,167,285.07,1.76,Denmark,2026-09-23
2026-09-24 05:38:14,MMO116P,501c39,N/D,Avvicinamento,Rotta 151.4°,1226,151.43,6.87,Croatia,2026-09-23
2026-09-24 05:40:15,AFR829,3949e4,N/D,Sorvolo,N/D,11567,293.44,11.02,France,2026-09-23
