callsign_volo,tipo_movimento,destinazione_origine,orario_schedulato,orario_effettivo,stato_volo,scan_timestamp
FR 3280,D,GDANSK - DANZICA,19:00,22:38,DECOLLATO,2026-09-17 23:00:27
FR 4523,D,BRUXELLES CHARLEROI,21:20,21:20,CANCELLATO,2026-09-17 23:00:27
W4 5020,D,TIRANA,21:45,23:31,OPERATO DA WIZZAIR HUNGARY,2026-09-17 23:00:27
FR 9372,D,BRNO,22:05,23:45,IN RITARDO,2026-09-17 23:00:27
FR 9196,D,TRAPANI,22:15,00:10,IN RITARDO,2026-09-17 23:00:27
FR 8479,D,TIRANA,22:20,23:25,IMBARCO IN CORSO,2026-09-17 23:00:27
G9 696,D,SHARJAH,22:50,22:50,IMBARCO CHIUSO,2026-09-17 23:00:27
FR 2992,D,COPENHAGEN,22:55,22:55,IMBARCO CHIUSO,2026-09-17 23:00:27
FR 3413,D,KATOWICE,23:25,23:25,IMBARCO IN CORSO,2026-09-17 23:00:27
W6 4124,D,BELGRADE,23:35,23:35,IMBARCO IN CORSO,2026-09-17 23:00:27
FR 2697,D,LONDON STANSTED,05:45,05:45,OPERATO DA MALTA AIR,2026-09-17 23:00:27
FR 3593,D,POZNAN,05:45,05:45,Operativo,2026-09-17 23:00:27
FR 2285,D,NAPOLI,05:45,05:45,Operativo,2026-09-17 23:00:27
FR 4700,D,BARI,05:50,05:50,Operativo,2026-09-17 23:00:27
FR 5139,D,FARO,05:50,05:50,Operativo,2026-09-17 23:00:27
FR 2107,D,BUDAPEST,06:00,06:00,Operativo,2026-09-17 23:00:27
FR 7324,D,MALTA,06:05,06:05,Operativo,2026-09-17 23:00:27
FR 2872,D,VILNIUS,06:10,06:10,Operativo,2026-09-17 23:00:27
FR 3528,D,PRAGUE,06:15,06:15,OPERATO DA MALTA AIR,2026-09-17 23:00:27
FR 1533,D,VIENNA,06:25,06:25,Operativo,2026-09-17 23:00:27
FR 3432,D,PARIS BEAUVAIS,06:30,06:30,Operativo,2026-09-17 23:00:27
FR 4311,D,ROVANIEMI,06:30,06:30,OPERATO DA MALTA AIR,2026-09-17 23:00:27
FR 259,D,BUCHAREST OTOPENI,06:35,06:35,Operativo,2026-09-17 23:00:27
FR 3460,D,EINDHOVEN,06:40,06:40,Operativo,2026-09-17 23:00:27
FR 2261,D,CATANIA,06:40,06:40,Operativo,2026-09-17 23:00:27
FR 4993,D,CEFALONIA,06:50,06:50,OPERATO DA MALTA AIR,2026-09-17 23:00:27
FR 4650,D,TRAPANI,06:50,06:50,Operativo,2026-09-17 23:00:27
FR 6703,D,SKIATHOS,07:00,07:00,Operativo,2026-09-17 23:00:27
FR 076,D,SEVILLA,07:15,07:15,Operativo,2026-09-17 23:00:27
FR 820,D,LISBON,07:20,07:20,OPERATO DA MALTA AIR,2026-09-17 23:00:27
FR 2293,D,PESCARA,07:20,07:20,Operativo,2026-09-17 23:00:27
W4 3132,D,BUCHAREST BANEASA,07:30,07:30,OPERATO DA WIZZAIR HUNGARY,2026-09-17 23:00:27
FR 3400,D,SOFIA,07:30,07:30,OPERATO DA BUZZ,2026-09-17 23:00:27
FR 8121,D,TIRANA,07:35,07:35,Operativo,2026-09-17 23:00:27
FR 4706,D,CAGLIARI,07:55,07:55,Operativo,2026-09-17 23:00:27
FR 1417,D,LAMEZIA,08:00,08:00,OPERATO DA MALTA AIR,2026-09-17 23:00:27
W4 3672,D,IASI,08:00,08:00,Operativo,2026-09-17 23:00:27
FR 6149,D,PALERMO,08:10,08:10,Operativo,2026-09-17 23:00:27
