flight_num,type,sched_time,actual_time,origin_dest,status,scan_timestamp
FR 3501,Decollo,20:50,21:07,PARIS BEAUVAIS20:50 | 21:07Decollato,Decollato,2026-05-17 23:00:00
FR 5092,Decollo,21:00,21:48,LAMEZIA21:00 | 21:48Decollato,Decollato,2026-05-17 23:00:00
FR 6651,Decollo,21:05,21:23,CATANIA21:05 | 21:23Decollato,Decollato,2026-05-17 23:00:00
W6 4774,Decollo,21:10,21:35,SKOPJE21:10 | 21:35Decollato,Decollato,2026-05-17 23:00:00
FR 3893,Decollo,21:20,22:10,CAGLIARI21:20 | 22:10Decollato,Decollato,2026-05-17 23:00:00
DY 1849,Decollo,21:20,21:20,BERGEN21:20 | 21:20Decollato,Decollato,2026-05-17 23:00:00
FR 2087,Decollo,21:30,21:53,LISBON21:30 | 21:53Decollato,Decollato,2026-05-17 23:00:00
NP 222,Decollo,21:30,22:11,CAIRO21:30 | 22:11Decollato,Decollato,2026-05-17 23:00:00
FR 4786,Decollo,21:40,21:40,SALERNO21:40 | 21:40Decollato,Decollato,2026-05-17 23:00:00
FR 2990,Decollo,21:40,21:40,COPENHAGEN21:40 | 21:40Decollato,Decollato,2026-05-17 23:00:00
W4 5020,Decollo,21:45,21:45,TIRANA21:45 | 21:45Decollato,Decollato,2026-05-17 23:00:00
FR 4681,Decollo,21:45,22:17,STOCKHOLM21:45 | 22:17Decollato,Decollato,2026-05-17 23:00:00
W4 3136,Decollo,21:45,22:40,BUCHAREST BANEASA21:45 | 22:40Imbarco chiuso,Imbarco chiuso,2026-05-17 23:00:00
FR 3164,Decollo,21:55,22:24,BUDAPEST21:55 | 22:24Decollato,Decollato,2026-05-17 23:00:00
W4 3932,Decollo,22:00,22:24,CHISINAU22:00 | 22:24Decollato,Decollato,2026-05-17 23:00:00
FR 3341,Decollo,22:05,22:05,VARSAVIA MODLIN22:05 | 22:05Decollato,Decollato,2026-05-17 23:00:00
FR 413,Decollo,22:10,23:00,THESSALONIKI22:10 | 23:00Imbarco chiuso,Imbarco chiuso,2026-05-17 23:00:00
FR 6858,Decollo,22:10,22:30,OLBIA22:10 | 22:30Decollato,Decollato,2026-05-17 23:00:00
FR 8980,Decollo,22:40,22:40,TRAPANI22:40 | 22:40Decollato,Decollato,2026-05-17 23:00:00
FR 9065,Decollo,22:40,22:40,ALICANTE22:40 | 22:40Imbarco chiuso,Imbarco chiuso,2026-05-17 23:00:00
FR 3673,Decollo,22:45,00:20,LONDON  STANSTED22:45 | 00:20In ritardo,In ritardo,2026-05-17 23:00:00
FR 3219,Decollo,22:45,00:40,MANCHESTER22:45 | 00:40Imbarco in corso,Imbarco in corso,2026-05-17 23:00:00
FR 5984,Decollo,22:50,23:25,MADRID22:50 | 23:25Imbarco in corso,Imbarco in corso,2026-05-17 23:00:00
FR 5700,Decollo,22:50,22:50,PALMA DE MALLORCA22:50 | 22:50Imbarco chiuso,Imbarco chiuso,2026-05-17 23:00:00
FR 6846,Decollo,23:35,23:35,LIVERPOOL23:35 | 23:35,nan,2026-05-17 23:00:00
W6 4124,Decollo,23:40,23:40,BELGRADE23:40 | 23:40,nan,2026-05-17 23:00:00
NO 7420,Decollo,00:40,00:40,DAKAR00:40 | 00:40,nan,2026-05-17 23:00:00
FR 4650,Decollo,05:45,05:45,TRAPANI05:45 | 05:45Operato da Malta Air,Operato da Malta Air,2026-05-17 23:00:00
FR 2261,Decollo,05:45,05:45,CATANIA05:45 | 05:45,nan,2026-05-17 23:00:00
FR 4311,Decollo,06:00,06:00,ROVANIEMI06:00 | 06:00,nan,2026-05-17 23:00:00
FR 859,Decollo,06:00,06:00,BRINDISI06:00 | 06:00,nan,2026-05-17 23:00:00
FR 8334,Decollo,06:05,06:05,IBIZA06:05 | 06:05Operato da Malta Air,Operato da Malta Air,2026-05-17 23:00:00
FR 1417,Decollo,06:10,06:10,LAMEZIA06:10 | 06:10,nan,2026-05-17 23:00:00
